Time(us),Amplitude
2.331542968749999902e-04,-2.122582222222222190e+05
2.343750000000000184e-04,-2.127385555555555620e+05
2.355957031250000195e-04,-2.127150000000000000e+05
2.368164062500000206e-04,-2.129924444444444380e+05
2.380371093749999946e-04,-2.122508888888888760e+05
2.392578124999999957e-04,-2.122566666666666570e+05
2.404785156250000239e-04,-2.126612222222222190e+05
2.416992187500000249e-04,-2.130845555555555620e+05
2.429199218749999989e-04,-2.122862222222222190e+05
2.441406250000000000e-04,-2.119542222222222190e+05
2.453613281250000282e-04,-2.126861111111111240e+05
2.465820312500000022e-04,-2.123392222222222190e+05
2.478027343750000304e-04,-2.129794444444444380e+05
2.490234375000000043e-04,-2.129280000000000000e+05
2.502441406249999783e-04,-2.129481111111111240e+05
2.514648437500000065e-04,-2.125267777777777810e+05
2.526855468750000347e-04,-2.128297777777777810e+05
2.539062500000000087e-04,-2.124366666666666570e+05
2.551269531249999827e-04,-2.127978888888888760e+05
2.563476562500000108e-04,-2.121627777777777810e+05
2.575683593750000390e-04,-2.122568888888888760e+05
2.587890625000000130e-04,-2.124693333333333430e+05
2.600097656249999870e-04,-2.127828888888888760e+05
2.612304687499999610e-04,-2.125166666666666570e+05
2.624511718750000434e-04,-2.123986666666666570e+05
2.636718750000000173e-04,-2.120483333333333430e+05
2.648925781249999913e-04,-2.124884444444444380e+05
2.661132812499999653e-04,-2.126941111111111240e+05
2.673339843750000477e-04,-2.124866666666666570e+05
2.685546875000000217e-04,-2.123047777777777810e+05
2.697753906249999957e-04,-2.128045555555555620e+05
2.709960937499999696e-04,-2.124656666666666570e+05
2.722167968750000520e-04,-2.123096666666666570e+05
2.734375000000000260e-04,-2.128080000000000000e+05
2.746582031250000000e-04,-2.125435555555555620e+05
2.758789062499999740e-04,-2.127491111111111240e+05
2.770996093750000022e-04,-2.122991111111111240e+05
2.783203125000000304e-04,-2.125955555555555620e+05
2.795410156250000043e-04,-2.129866666666666570e+05
2.807617187499999783e-04,-2.119096666666666570e+05
2.819824218750000065e-04,-2.128458888888888760e+05
2.832031250000000347e-04,-2.127475555555555620e+05
2.844238281250000087e-04,-2.124134444444444380e+05
2.856445312499999827e-04,-2.125787777777777810e+05
2.868652343750000108e-04,-2.130122222222222190e+05
2.880859374999999848e-04,-2.125614444444444380e+05
2.893066406250000130e-04,-2.124346666666666570e+05
2.905273437499999870e-04,-2.126352222222222190e+05
2.917480468750000152e-04,-2.128466666666666570e+05
2.929687499999999892e-04,-2.131407777777777810e+05
2.941894531250000173e-04,-2.128055555555555620e+05
2.954101562499999913e-04,-2.126860000000000000e+05
2.966308593750000195e-04,-2.125908888888888760e+05
2.978515624999999935e-04,-2.126066666666666570e+05
2.990722656250000217e-04,-2.131635555555555620e+05
3.002929687499999957e-04,-2.125855555555555620e+05
3.015136718750000239e-04,-2.126534444444444380e+05
3.027343749999999978e-04,-2.122200000000000000e+05
3.039550781249999718e-04,-2.128420000000000000e+05
3.051757812500000000e-04,-2.127532222222222190e+05
3.063964843750000282e-04,-2.125754444444444380e+05
3.076171875000000022e-04,-2.124503333333333430e+05
3.088378906249999761e-04,-2.125946666666666570e+05
3.100585937500000043e-04,-2.121845555555555620e+05
3.112792968750000325e-04,-2.130012222222222190e+05
3.125000000000000065e-04,-2.127772222222222190e+05
3.137207031249999805e-04,-2.129201111111111240e+05
3.149414062500000087e-04,-2.124160000000000000e+05
3.161621093750000369e-04,-2.123312222222222190e+05
3.173828125000000108e-04,-2.129323333333333430e+05
3.186035156249999848e-04,-2.126875555555555620e+05
3.198242187500000130e-04,-2.124664444444444380e+05
3.210449218750000412e-04,-2.127950000000000000e+05
3.222656250000000152e-04,-2.123592222222222190e+05
3.234863281249999892e-04,-2.131564444444444380e+05
3.247070312500000173e-04,-2.123076666666666570e+05
3.259277343749999913e-04,-2.123903333333333430e+05
3.271484375000000195e-04,-2.123941111111111240e+05
3.283691406249999935e-04,-2.125135555555555620e+05
3.295898437500000217e-04,-2.125656666666666570e+05
3.308105468749999957e-04,-2.128187777777777810e+05
3.320312500000000239e-04,-2.121734444444444380e+05
3.332519531249999978e-04,-2.125017777777777810e+05
3.344726562500000260e-04,-2.129016666666666570e+05
3.356933593750000000e-04,-2.122693333333333430e+05
3.369140625000000282e-04,-2.126028888888888760e+05
3.381347656250000022e-04,-2.127223333333333430e+05
3.393554687500000304e-04,-2.127456666666666570e+05
3.405761718750000043e-04,-2.125186666666666570e+05
3.417968749999999783e-04,-2.124762222222222190e+05
3.430175781250000065e-04,-2.123984444444444380e+05
3.442382812500000347e-04,-2.123144444444444380e+05
3.454589843750000087e-04,-2.126602222222222190e+05
3.466796874999999827e-04,-2.126132222222222190e+05
3.479003906250000108e-04,-2.124208888888888760e+05
3.491210937500000390e-04,-2.122537777777777810e+05
3.503417968750000130e-04,-2.127030000000000000e+05
3.515624999999999870e-04,-2.124351111111111240e+05
3.527832031249999610e-04,-2.127174444444444380e+05
3.540039062500000434e-04,-2.129246666666666570e+05
3.552246093750000173e-04,-2.125628888888888760e+05
3.564453124999999913e-04,-2.126223333333333430e+05
3.576660156249999653e-04,-2.128403333333333430e+05
3.588867187500000477e-04,-2.124048888888888760e+05
3.601074218750000217e-04,-2.124651111111111240e+05
3.613281249999999957e-04,-2.126071111111111240e+05
3.625488281249999696e-04,-2.125030000000000000e+05
3.637695312500000520e-04,-2.127095555555555620e+05
3.649902343750000260e-04,-2.127272222222222190e+05
3.662109375000000000e-04,-2.122895555555555620e+05
3.674316406249999740e-04,-2.125701111111111240e+05
3.686523437500000022e-04,-2.126337777777777810e+05
3.698730468750000304e-04,-2.125678888888888760e+05
3.710937500000000043e-04,-2.126356666666666570e+05
3.723144531249999783e-04,-2.124986666666666570e+05
3.735351562500000065e-04,-2.125823333333333430e+05
3.747558593750000347e-04,-2.126607777777777810e+05
3.759765625000000087e-04,-2.125230000000000000e+05
3.771972656249999827e-04,-2.131584444444444380e+05
3.784179687500000108e-04,-2.128695555555555620e+05
3.796386718749999848e-04,-2.124507777777777810e+05
3.808593750000000130e-04,-2.124930000000000000e+05
3.820800781249999870e-04,-2.121330000000000000e+05
3.833007812500000152e-04,-2.128741111111111240e+05
3.845214843749999892e-04,-2.126387777777777810e+05
3.857421875000000173e-04,-2.122603333333333430e+05
3.869628906249999913e-04,-2.124933333333333430e+05
3.881835937500000195e-04,-2.122881111111111240e+05
3.894042968749999935e-04,-2.127731111111111240e+05
3.906249999999999675e-04,-2.123463333333333430e+05
3.918457031249999957e-04,-2.126333333333333430e+05
3.930664062500000239e-04,-2.123487777777777810e+05
3.942871093749999978e-04,-2.130126666666666570e+05
3.955078124999999718e-04,-2.129373333333333430e+05
3.967285156250000542e-04,-2.125145555555555620e+05
3.979492187500000282e-04,-2.126551111111111240e+05
3.991699218750000022e-04,-2.128674444444444380e+05
4.003906249999999761e-04,-2.125727777777777810e+05
4.016113281250000585e-04,-2.124207777777777810e+05
4.028320312500000325e-04,-2.123648888888888760e+05
4.040527343750000065e-04,-2.125920000000000000e+05
4.052734374999999805e-04,-2.125166666666666570e+05
4.064941406250000087e-04,-2.124701111111111240e+05
4.077148437500000369e-04,-2.126603333333333430e+05
4.089355468750000108e-04,-2.124861111111111240e+05
4.101562499999999848e-04,-2.127084444444444380e+05
4.113769531250000130e-04,-2.129497777777777810e+05
4.125976562500000412e-04,-2.129834444444444380e+05
4.138183593750000152e-04,-2.126732222222222190e+05
4.150390624999999892e-04,-2.124951111111111240e+05
4.162597656250000173e-04,-2.123773333333333430e+05
4.174804687499999913e-04,-2.126503333333333430e+05
4.187011718750000195e-04,-2.123795555555555620e+05
4.199218749999999935e-04,-2.124117777777777810e+05
4.211425781250000217e-04,-2.125436666666666570e+05
4.223632812499999957e-04,-2.125610000000000000e+05
4.235839843750000239e-04,-2.124647777777777810e+05
4.248046874999999978e-04,-2.127354444444444380e+05
4.260253906250000260e-04,-2.125144444444444380e+05
4.272460937500000000e-04,-2.128537777777777810e+05
4.284667968750000282e-04,-2.123897777777777810e+05
4.296875000000000022e-04,-2.120130000000000000e+05
4.309082031250000304e-04,-2.123787777777777810e+05
4.321289062500000043e-04,-2.128637777777777810e+05
4.333496093749999783e-04,-2.120755555555555620e+05
4.345703125000000065e-04,-2.124815555555555620e+05
4.357910156250000347e-04,-2.124240000000000000e+05
4.370117187500000087e-04,-2.124638888888888760e+05
4.382324218749999827e-04,-2.124960000000000000e+05
4.394531250000000108e-04,-2.123723333333333430e+05
4.406738281250000390e-04,-2.128012222222222190e+05
4.418945312500000130e-04,-2.128203333333333430e+05
4.431152343749999870e-04,-2.125043333333333430e+05
4.443359374999999610e-04,-2.121158888888888760e+05
