Time(us),Differential_Amplitude
5.615234374999999566e-04,-2.886666666666666856e+02
5.627441406250000390e-04,1.365555555555555429e+02
5.639648437500000130e-04,-1.502222222222222285e+02
5.651855468749999870e-04,8.777777777777778567e+00
5.664062500000000694e-04,2.503333333333333428e+02
5.676269531250000434e-04,2.243333333333333428e+02
5.688476562500000173e-04,-2.381111111111111143e+02
5.700683593749999913e-04,5.135555555555555429e+02
5.712890624999999653e-04,4.808888888888889142e+02
5.725097656250000477e-04,9.433333333333332860e+01
5.737304687500000217e-04,2.442222222222222285e+02
5.749511718749999957e-04,-5.666666666666666963e+00
5.761718749999999696e-04,-3.753333333333333144e+02
5.773925781250000520e-04,2.066666666666666785e+01
5.786132812500000260e-04,-2.184444444444444571e+02
5.798339843750000000e-04,-1.376666666666666572e+02
5.810546874999999740e-04,-1.235555555555555571e+02
5.822753906250000564e-04,-8.894444444444444571e+02
5.834960937500000304e-04,-3.908888888888889142e+02
5.847167968750000043e-04,-2.388888888888888857e+02
5.859374999999999783e-04,1.156666666666666714e+02
5.871582031249999523e-04,5.777777777777777679e+00
5.883789062500000347e-04,1.483333333333333428e+02
5.895996093750000087e-04,-7.655555555555555713e+01
5.908203124999999827e-04,-1.563333333333333428e+02
5.920410156250000651e-04,-1.568888888888888857e+02
5.932617187500000390e-04,2.851111111111110858e+02
5.944824218750000130e-04,3.538888888888889142e+02
5.957031249999999870e-04,2.820000000000000000e+02
5.969238281249999610e-04,7.722222222222222854e+01
5.981445312500000434e-04,-2.493333333333333428e+02
5.993652343750000173e-04,-1.110000000000000000e+02
6.005859374999999913e-04,1.370000000000000000e+02
6.018066406250000737e-04,-3.144444444444444571e+02
6.030273437500000477e-04,3.653333333333333144e+02
6.042480468750000217e-04,-1.600000000000000000e+02
6.054687499999999957e-04,7.677777777777777146e+01
6.066894531249999696e-04,3.071111111111110858e+02
6.079101562499999436e-04,1.656666666666666572e+02
6.091308593750000260e-04,6.061111111111110858e+02
6.103515625000000000e-04,4.445555555555555429e+02
6.115722656250000824e-04,-7.744444444444444287e+01
6.127929687500000564e-04,-8.087777777777778283e+02
6.140136718750000304e-04,5.955555555555555713e+01
6.152343750000000043e-04,-8.555555555555555358e+00
6.164550781249999783e-04,4.051111111111110858e+02
6.176757812499999523e-04,9.455555555555555713e+01
6.188964843749999263e-04,-4.301111111111110858e+02
6.201171875000000087e-04,-4.268888888888889142e+02
6.213378906250000911e-04,-2.590000000000000000e+02
6.225585937500000651e-04,-9.334444444444444571e+02
6.237792968750000390e-04,-1.004444444444444429e+02
6.250000000000000130e-04,3.708888888888889142e+02
