freq_Hz,Re,Im
1.1113566365e+10,9.1950882008e-01,1.5611179482e+00
1.1213688585e+10,-1.5032971585e+00,-3.1257570271e+00
1.1313810804e+10,1.7179026260e+00,2.7010879084e+00
1.1413933024e+10,-1.1218897450e+00,-3.0137388174e+00
1.1514055243e+10,1.5686819973e+00,2.3520905361e+00
1.1614177463e+10,8.2311170414e-01,1.7763656326e+00
1.1714299682e+10,-1.9902972232e+00,-4.4924889916e+00
1.1814421902e+10,-1.4786859280e-01,4.0736680359e+00
1.1914544121e+10,6.6590440930e-01,-2.5009021252e+00
1.2014666341e+10,-1.9837953166e+00,2.0756190663e+00
1.2114788560e+10,3.1738273803e+00,-1.1180882355e+00
1.2214910780e+10,-2.0090532887e+00,-1.8387863417e+00
1.2315032999e+10,1.3768037327e-01,2.7248208562e+00
1.2415155219e+10,1.2691452175e+00,4.9548214948e-02
1.2515277438e+10,-1.1943718917e+00,-1.8050179200e+00
1.2615399658e+10,-4.9284274389e-02,2.2595022158e-01
1.2715521877e+10,1.1730036990e+00,1.1084864582e+00
1.2815644097e+10,-1.5738137948e+00,-9.1725066468e-01
1.2915766316e+10,2.0347289258e+00,2.9711847382e-01
1.3015888536e+10,-1.5201059836e+00,1.2889916997e-01
1.3116010755e+10,-8.2053098877e-01,4.3386063144e-02
1.3216132975e+10,2.0722897820e+00,1.6791680963e+00
1.3316255194e+10,4.3300145478e-01,-1.2347329514e+00
1.3416377414e+10,-1.1541979549e+00,-1.6533694779e+00
1.3516499633e+10,-1.1892969320e-01,-1.2169435340e+00
1.3616621853e+10,-1.7666774537e+00,4.2865829478e+00
1.3716744072e+10,2.0704841207e+00,-2.4895225006e+00
1.3816866292e+10,-8.4098736814e-01,-1.1074664115e+00
1.3916988511e+10,9.8496438274e-01,3.4706116906e+00
1.4017110731e+10,3.8903545574e-01,-2.3169974340e+00
1.4117232950e+10,-1.7268833185e+00,-2.9758500050e-01
1.4217355170e+10,-1.9660556036e-01,4.2137506539e-01
1.4317477389e+10,2.9576490816e+00,-6.4522362722e-01
1.4417599609e+10,-2.7065084097e+00,1.6171877640e+00
1.4517721828e+10,2.1465712766e+00,-1.9246805139e+00
1.4617844048e+10,-2.0693466903e+00,3.9356940975e+00
1.4717966267e+10,-7.4551537352e-01,-2.6590960937e+00
1.4818088487e+10,9.5929330922e-01,5.1230526405e-02
1.4918210706e+10,3.7777127579e+00,1.0895794088e+00
1.5018332926e+10,-3.9341477440e+00,-4.2138881621e-01
1.5118455145e+10,-1.1787269320e+00,-3.5217763700e+00
1.5218577365e+10,1.8559464270e+00,4.3670914007e+00
1.5318699584e+10,6.2209458235e-01,-3.8930323191e+00
1.5418821804e+10,-1.5230439555e+00,1.9970775797e+00
1.5518944023e+10,1.0119358802e+00,1.2038984980e+00
1.5619066243e+10,-8.5809492726e-01,1.4282578381e+00
1.5719188462e+10,2.1547994783e+00,-2.6547904150e+00
1.5819310682e+10,-1.9848722457e+00,-2.3796671564e+00
1.5919432901e+10,2.3738387149e-01,3.5886001981e+00
1.6019555121e+10,2.2061632991e+00,-1.4525734213e+00
1.6119677341e+10,2.6466886948e-01,6.6568062703e-01
1.6219799560e+10,-6.1349753636e+00,7.6062967782e-01
1.6319921780e+10,4.0353802734e+00,-2.9301667491e-02
1.6420043999e+10,-7.8136287087e-02,-1.8495378923e+00
1.6520166219e+10,1.6980903805e+00,6.2053024575e-01
1.6620288438e+10,-1.9143016471e+00,2.4295748983e+00
1.6720410658e+10,-1.5121233931e-01,-3.3187540186e+00
1.6820532877e+10,-1.1450285641e+00,4.8942884017e+00
1.6920655097e+10,3.0937815347e+00,-5.5625198291e+00
1.7020777316e+10,-1.0840939242e+00,1.3781753750e+00
1.7120899536e+10,-1.2857176403e+00,1.3832114136e+00
1.7221021755e+10,2.4347849315e-01,-1.6709451134e+00
1.7321143975e+10,1.0763426878e+00,2.1456241773e+00
1.7421266194e+10,-2.2541037808e-01,-1.0722800221e+00
1.7521388414e+10,-8.2950091645e-01,-1.0505730316e+00
1.7621510633e+10,1.6809937223e+00,-3.3814585353e-01
1.7721632853e+10,-3.8163361268e+00,2.3376814944e+00
1.7821755072e+10,6.3695231416e+00,1.3612756219e-01
1.7921877292e+10,-5.2135593418e+00,-3.4520480990e+00
1.8021999511e+10,1.7098242207e+00,1.1480838675e+00
1.8122121731e+10,-2.1926982520e+00,3.9394663232e+00
1.8222243950e+10,5.1728411148e+00,-3.7033880496e+00
1.8322366170e+10,-5.5362057939e+00,5.8269352931e-01
1.8422488389e+10,3.1354293990e+00,-2.4942148116e+00
1.8522610609e+10,4.4753539566e-02,4.9632643562e+00
1.8622732828e+10,2.9922327751e-01,-2.0331037381e+00
1.8722855048e+10,-4.6207983150e+00,-1.5949197054e+00
1.8822977267e+10,7.5629117345e+00,7.3436416561e-01
1.8923099487e+10,-6.0694297162e+00,4.4265396956e+00
1.9023221706e+10,8.1608913109e-01,-6.3764920398e+00
1.9123343926e+10,3.4264692085e+00,9.2258798632e-01
1.9223466145e+10,-4.3699363233e+00,5.9683986557e+00
1.9323588365e+10,1.4023545430e+00,-4.6062414470e+00
1.9423710584e+10,2.7213182994e+00,1.1335734800e-01
1.9523832804e+10,-3.1056422676e+00,-2.5507747283e-01
1.9623955023e+10,2.1189379017e+00,1.0158567622e+00
1.9724077243e+10,-1.1933818225e+00,-2.2100069402e+00
1.9824199462e+10,1.5184063546e+00,4.0159764578e+00
1.9924321682e+10,-1.4386316012e+00,-2.0426119617e+00
2.0024443901e+10,-2.8341410858e+00,-1.2587105120e+00
2.0124566121e+10,4.8833453814e+00,-1.4992738173e-01
2.0224688340e+10,-3.0510426653e+00,1.5169621540e+00
2.0324810560e+10,-4.3641166542e-01,-6.9759549315e-01
2.0424932779e+10,4.4352209138e+00,3.9556657060e+00
2.0525054999e+10,-2.1260870247e+00,-1.0485320618e+01
2.0625177218e+10,-2.6925507554e+00,1.0832549025e+01
2.0725299438e+10,2.7822606697e+00,-5.2883664102e+00
2.0825421657e+10,1.1158747545e-02,4.6150887424e-01
2.0925543877e+10,-3.7214304890e+00,2.1196383714e+00
2.1025666096e+10,3.4089352789e+00,-4.0282557771e+00
2.1125788316e+10,-6.4194522630e-01,6.6123820032e+00
2.1225910535e+10,1.7113551635e+00,-8.1709217751e+00
2.1326032755e+10,-7.2500865292e-01,8.2355249478e+00
2.1426154974e+10,-3.5368187484e+00,-4.2105655679e+00
2.1526277194e+10,3.1730550307e+00,3.1799455345e-02
2.1626399413e+10,1.0117068057e+00,-1.9190498674e+00
2.1726521633e+10,-1.3399463359e+00,3.3959352775e+00
2.1826643852e+10,1.0910218856e+00,-1.2656963986e+00
2.1926766072e+10,-2.3075183114e+00,2.6912089737e+00
2.2026888291e+10,-9.6772957866e-01,-3.7278717337e+00
2.2127010511e+10,2.9703272860e-01,1.2681806097e+00
2.2227132730e+10,3.9710516526e+00,-1.4887128948e+00
2.2327254950e+10,-1.1732047197e+00,2.2991865754e+00
2.2427377169e+10,-3.8743363809e+00,-2.1850111497e+00
2.2527499389e+10,5.5229479969e+00,-3.7466107377e-01
2.2627621608e+10,-2.3682869610e+00,9.9130436581e-01
2.2727743828e+10,-8.3577807228e-01,1.3862170737e+00
2.2827866047e+10,-5.4838233049e-01,-1.3296538610e+00
2.2927988267e+10,-2.9221730170e-01,2.5328707146e+00
2.3028110486e+10,7.3058260277e+00,-3.0902417522e+00
2.3128232706e+10,-1.2556441366e+01,-1.2287212273e+00
2.3228354925e+10,7.8190115195e+00,3.6017102180e+00
2.3328477145e+10,-1.0156303846e+00,8.9658180273e-01
2.3428599364e+10,1.1603234802e+00,-2.7206669188e+00
2.3528721584e+10,-2.2265847046e+00,9.6655764827e-01
2.3628843803e+10,1.2712245730e+00,-2.4320582937e+00
2.3728966023e+10,-3.5714176090e+00,4.9294264432e+00
2.3829088242e+10,4.7178937660e+00,-3.2647907772e+00
2.3929210462e+10,-2.5982893467e+00,-4.2363766430e+00
2.4029332681e+10,5.7382553385e+00,6.6004831217e+00
2.4129454901e+10,-6.8747625921e+00,-8.4375359417e-01
2.4229577121e+10,2.5763401507e+00,2.0720638912e+00
2.4329699340e+10,-2.5864354936e+00,-7.0934423197e+00
2.4429821560e+10,1.8842610743e+00,5.9941739429e+00
2.4529943779e+10,-2.1688980777e+00,-5.3488636496e+00
2.4630065999e+10,4.7557789480e+00,2.3034421210e+00
2.4730188218e+10,1.6984314802e+00,3.3413230177e+00
2.4830310438e+10,-4.2969021268e+00,-3.5944549026e+00
2.4930432657e+10,-3.4230317852e+00,-7.4937431941e-01
2.5030554877e+10,3.7977484307e+00,3.9386362954e+00
2.5130677096e+10,-1.1263565473e+00,-1.7877507192e+00
2.5230799316e+10,4.5515848209e+00,3.5625111847e+00
2.5330921535e+10,-6.4326772623e+00,-8.5798238298e+00
2.5431043755e+10,4.2460864462e+00,2.3550405913e+00
2.5531165974e+10,-2.9396539484e+00,3.8091202600e+00
2.5631288194e+10,1.9262179062e+00,8.0775277694e-01
2.5731410413e+10,2.2257814871e+00,-5.2956626023e+00
2.5831532633e+10,-2.7907258621e+00,3.9318304173e+00
2.5931654852e+10,-1.1022573976e+00,-1.9379643808e+00
2.6031777072e+10,3.6696461265e+00,2.4817989470e+00
2.6131899291e+10,-4.5343835609e+00,-1.2798177682e+00
2.6232021511e+10,-2.6960985529e-01,-1.6807913093e+00
2.6332143730e+10,6.8670731130e+00,1.4430685017e+00
2.6432265950e+10,-4.7035334669e+00,5.4416392122e+00
2.6532388169e+10,-5.4117281646e-01,-1.0017506113e+01
2.6632510389e+10,2.7567857827e+00,7.9660481019e+00
2.6732632608e+10,-4.7154007664e+00,-7.1328960400e+00
2.6832754828e+10,2.5024780459e+00,8.0162779359e+00
2.6932877047e+10,1.2958131195e+00,-7.4721631654e+00
2.7032999267e+10,9.3125283785e-01,5.1869045992e+00
2.7133121486e+10,-4.5244550146e+00,-2.1138594082e+00
2.7233243706e+10,6.0156754967e+00,2.0814283117e+00
2.7333365925e+10,-8.8794198978e+00,-6.0507309725e+00
2.7433488145e+10,5.6822131812e+00,5.4924902965e+00
2.7533610364e+10,1.2432190388e+00,-1.0365357502e+00
2.7633732584e+10,-1.9208547853e+00,9.0847942903e-02
2.7733854803e+10,2.0001773978e+00,-6.1845263601e-01
2.7833977023e+10,-3.9949967855e+00,8.0831054474e-01
2.7934099242e+10,5.2379827467e+00,-2.1054176060e+00
2.8034221462e+10,-2.1699639181e+00,4.1582205033e+00
2.8134343681e+10,-2.8070147135e+00,-4.8645916639e+00
2.8234465901e+10,5.4238900444e+00,3.2489420908e+00
2.8334588120e+10,-7.3209942392e+00,-2.3005555714e+00
2.8434710340e+10,4.2118383996e+00,4.2447780991e-01
2.8534832559e+10,3.0373942217e+00,2.7429796268e+00
2.8634954779e+10,-2.8083439098e+00,-1.1265758364e+00
2.8735076998e+10,-1.4273566912e+00,-5.6521447302e-01
2.8835199218e+10,-1.1702279145e+00,-1.3208015962e+00
2.8935321437e+10,4.0227691125e+00,1.9243652461e+00
2.9035443657e+10,-1.3047787511e+00,-2.0715904232e+00
2.9135565876e+10,2.7377623723e-01,3.9880444511e+00
2.9235688096e+10,-8.0192940753e-01,-7.9311523119e+00
2.9335810315e+10,1.4110744938e+00,6.0811933607e+00
2.9435932535e+10,-5.6278683450e+00,2.5295848392e+00
2.9536054754e+10,4.7917377791e+00,-4.1562660452e+00
2.9636176974e+10,3.9370721228e+00,9.4762110059e-01
2.9736299193e+10,-8.0227341475e+00,-1.2842813150e+00
2.9836421413e+10,1.3318525904e+00,1.6457750459e+00
2.9936543632e+10,1.4411532181e+00,-5.0676948557e-01
3.0036665852e+10,4.2289882587e+00,3.9895825891e-01
3.0136788071e+10,-3.5391964037e+00,-1.2223338200e+00
3.0236910291e+10,-1.1590540637e+00,-1.5661845657e-01
3.0337032510e+10,1.0604424782e+00,1.5067448875e+00
3.0437154730e+10,-1.6131656105e+00,2.1683442762e+00
3.0537276949e+10,7.4238518622e+00,-6.0127405614e+00
3.0637399169e+10,-6.3866392091e+00,8.3342826021e+00
3.0737521388e+10,-2.6169166715e+00,-1.2737770273e+01
3.0837643608e+10,8.4125505196e+00,7.3395585321e+00
3.0937765827e+10,-9.0813899321e+00,3.0119887456e+00
3.1037888047e+10,8.0806080182e+00,-1.6157044065e+00
3.1138010266e+10,-7.0888139836e+00,1.6129682353e+00
3.1238132486e+10,8.7330304496e-01,-4.5203183484e+00
3.1338254705e+10,4.3896442439e+00,-1.8841773232e+00
3.1438376925e+10,-4.5820699162e+00,7.4777329374e+00
3.1538499144e+10,5.9956525382e+00,-3.3014534433e+00
3.1638621364e+10,-3.4956320616e+00,-1.2502743342e-01
3.1738743583e+10,-5.3279411070e+00,-9.5809976823e-01
3.1838865803e+10,6.4597459520e+00,3.6393329507e-01
3.1938988022e+10,-1.7336656987e+00,-3.6484531985e+00
3.2039110242e+10,3.7638529415e+00,1.0553157495e+01
3.2139232462e+10,-4.8976515423e-01,-6.0864154507e+00
3.2239354681e+10,-3.0246100157e+00,-4.8725290244e+00
3.2339476901e+10,-2.9090915748e+00,3.8998127178e+00
3.2439599120e+10,5.2864263413e+00,3.7249914306e+00
3.2539721340e+10,-1.1768864422e+00,-4.4623146535e+00
3.2639843559e+10,-4.4963051470e+00,2.6598662216e-01
3.2739965779e+10,6.7969901986e+00,-2.6609706518e+00
3.2840087998e+10,-5.4121025358e+00,9.4917925831e+00
3.2940210218e+10,-1.4179618864e+00,-8.2247300524e+00
3.3040332437e+10,6.7100678982e+00,5.4613939306e+00
3.3140454657e+10,-2.8775623726e+00,-8.1257615055e+00
3.3240576876e+10,-4.6355943504e+00,8.6463615726e+00
3.3340699096e+10,7.9379488148e+00,-5.0465744571e+00
3.3440821315e+10,-4.0362917560e+00,3.4053578916e+00
3.3540943535e+10,6.1120911408e-01,-4.9146127288e+00
3.3641065754e+10,1.4983754235e+00,3.2218289443e+00
3.3741187974e+10,-3.3161888040e+00,-2.2005880245e+00
3.3841310193e+10,1.2220927043e+00,2.3917662616e+00
3.3941432413e+10,3.8473249105e-01,-7.1670424799e-01
3.4041554632e+10,-9.5375215019e-02,5.9254154274e-01
3.4141676852e+10,-7.3045690835e-01,7.8892395978e-01
3.4241799071e+10,6.4467433216e+00,-5.6040139985e+00
3.4341921291e+10,-7.3498960897e+00,8.5987310906e+00
3.4442043510e+10,1.7827766908e-01,-4.1924290990e+00
3.4542165730e+10,-1.0391899645e+00,-1.2337245149e+00
3.4642287949e+10,4.0897980840e+00,-7.6114848622e-01
3.4742410169e+10,1.5640315602e+00,7.4704096378e+00
3.4842532388e+10,-4.2206981333e+00,-1.0536727244e+01
3.4942654608e+10,4.3266698770e+00,1.0330523996e+01
3.5042776827e+10,-6.0777561203e+00,-6.2797560504e+00
3.5142899047e+10,6.0032466023e+00,2.5260341201e+00
3.5243021266e+10,-8.0177714981e+00,-3.8424793907e+00
3.5343143486e+10,4.7405767043e+00,5.5703062677e-01
3.5443265705e+10,2.6885634198e+00,2.6454221792e+00
3.5543387925e+10,-2.2956031809e-01,-3.5266858774e-02
3.5643510144e+10,-8.0356992104e+00,-7.9482014040e-01
3.5743632364e+10,1.0713796846e+01,-6.4317479266e-01
3.5843754583e+10,-9.4951207066e+00,1.9959362222e+00
3.5943876803e+10,5.4506481720e+00,-2.7630877849e+00
3.6043999022e+10,-1.2846422061e+00,-8.1865743143e-01
3.6144121242e+10,1.5122893749e+00,5.5601274623e+00
3.6244243461e+10,6.6029176626e-01,-2.8001348755e+00
3.6344365681e+10,-3.9347182572e+00,2.8921332396e+00
3.6444487900e+10,3.4556266699e+00,-8.4513834089e+00
3.6544610120e+10,1.6539056474e+00,3.4531960670e+00
3.6644732339e+10,-4.4382872947e+00,3.5597544640e+00
3.6744854559e+10,8.7757474987e-01,-5.0857325624e+00
3.6844976778e+10,1.5561948431e-01,7.5428184462e+00
3.6945098998e+10,1.1819369105e+00,-5.9596591155e+00
3.7045221217e+10,-6.9802973388e+00,3.1379618134e+00
3.7145343437e+10,1.2596760933e+01,-6.9867735121e+00
3.7245465656e+10,-6.8562397800e+00,8.7472977894e+00
3.7345587876e+10,2.4160248221e+00,-3.6397046868e+00
3.7445710095e+10,-4.8210197283e+00,-4.1750823889e+00
3.7545832315e+10,8.1449271308e+00,1.0060397273e+01
3.7645954534e+10,-8.9399963342e+00,-4.1463965596e+00
3.7746076754e+10,4.2802698655e+00,-4.3920354199e+00
3.7846198973e+10,1.7106131040e+00,6.3715576214e-01
3.7946321193e+10,-4.1720426363e+00,4.9931489400e+00
3.8046443412e+10,1.6619346600e-01,6.7042070206e-01
3.8146565632e+10,1.7078528148e+00,-6.0056947891e+00
3.8246687851e+10,4.0507190188e-01,2.3407306046e+00
3.8346810071e+10,-1.3885874985e+00,-4.1606400928e+00
3.8446932290e+10,3.5526926119e+00,4.5216089270e+00
3.8547054510e+10,-2.3547830646e+00,7.6802805712e+00
3.8647176729e+10,-3.8711618525e+00,-1.2161269458e+01
3.8747298949e+10,8.4996610945e+00,2.7440799649e+00
3.8847421168e+10,-9.5919451125e+00,3.0331273255e+00
3.8947543388e+10,7.7900432211e+00,-2.7620161037e+00
3.9047665607e+10,-3.1282561514e+00,1.8597558339e+00
3.9147787827e+10,1.3268298906e+00,4.9259224347e-01
3.9247910046e+10,-3.7330609813e+00,-2.1454781468e+00
3.9348032266e+10,5.5745779582e+00,-8.7061699843e-01
3.9448154485e+10,-5.7840630813e+00,4.5003713785e+00
3.9548276705e+10,8.1525688711e+00,-1.4860976280e+00
3.9648398924e+10,-1.3280200306e+01,-4.9035767837e+00
3.9748521144e+10,1.1010049406e+01,7.8342496317e+00
3.9848643363e+10,-5.9468903818e+00,-5.8439309822e+00
3.9948765583e+10,6.3043738967e+00,-2.5338296727e+00
4.0048887802e+10,-4.5371612559e+00,1.1494531989e+01
4.0149010022e+10,6.3259852969e-01,-7.1089641732e+00
4.0249132242e+10,-1.1515896360e+00,-4.1564754968e-01
4.0349254461e+10,5.0463745432e+00,-6.7281583379e-01
4.0449376681e+10,-7.3727944194e+00,7.1976632625e-01
4.0549498900e+10,8.7240938690e+00,2.3873003757e-02
4.0649621120e+10,-9.3022924296e+00,3.2210962482e+00
4.0749743339e+10,5.5211125096e+00,-7.4895694586e+00
4.0849865559e+10,3.1998375928e+00,6.6794329586e+00
4.0949987778e+10,-4.8782250574e+00,-1.6394927691e+00
4.1050109998e+10,-1.5239070218e+00,5.4471562016e-01
4.1150232217e+10,2.9298677932e+00,-1.6577296340e-01
4.1250354437e+10,-1.9230948585e+00,-2.3991326267e+00
4.1350476656e+10,1.2092529423e+00,1.4461323123e+00
4.1450598876e+10,-9.5544610959e-01,2.4655361258e+00
4.1550721095e+10,-2.0369040294e+00,-5.4845804859e+00
4.1650843315e+10,8.4322705234e+00,5.1726185993e+00
4.1750965534e+10,-4.9255014588e+00,-2.2898086784e+00
4.1851087754e+10,-1.6644504334e+00,1.1082809353e+00
4.1951209973e+10,3.0219002124e+00,1.0971998657e-01
4.2051332193e+10,-3.2141268172e+00,-2.7340923152e+00
4.2151454412e+10,-1.1100926737e-01,-3.3407242508e-01
4.2251576632e+10,-2.9392200999e+00,2.2871576619e+00
4.2351698851e+10,6.6675949671e+00,4.4994071102e-01
4.2451821071e+10,-1.7883561869e+00,-5.1209031784e-01
4.2551943290e+10,-9.5722727884e-01,3.0584010935e+00
4.2652065510e+10,1.7549050712e+00,-4.8805368652e+00
4.2752187729e+10,8.6643984116e-01,-7.8912059660e-01
4.2852309949e+10,-5.0097888641e+00,5.8979170257e-01
4.2952432168e+10,3.1117346014e+00,4.1117035885e+00
4.3052554388e+10,2.5664326042e+00,-9.2053999440e-01
4.3152676607e+10,-4.2912249927e+00,1.9132105192e+00
4.3252798827e+10,3.2792524424e+00,-8.0535311467e+00
4.3352921046e+10,-3.8505727091e+00,4.7776029073e+00
4.3453043266e+10,8.0620997016e-01,2.8624401225e+00
4.3553165485e+10,3.8433896096e+00,-7.8749753769e+00
4.3653287705e+10,-3.4331862540e+00,1.2002330655e+01
4.3753409924e+10,1.1941913815e+00,-7.6865369146e+00
4.3853532144e+10,-8.4213888117e-01,-1.9362805174e+00
4.3953654363e+10,-4.7736930019e-01,4.6233563238e+00
4.4053776583e+10,3.4583061885e+00,-3.0192461928e+00
4.4153898802e+10,-4.8567792481e+00,2.2311398783e+00
4.4254021022e+10,2.8328350473e-01,-1.8978203952e+00
4.4354143241e+10,4.3189915636e+00,2.6944201656e+00
4.4454265461e+10,-2.6472606694e+00,-3.0711773155e-01
4.4554387680e+10,-1.8233047192e+00,-1.2081662943e+00
4.4654509900e+10,4.4424069579e+00,-2.6513265884e+00
4.4754632119e+10,-3.7378885289e-01,4.2040462805e+00
4.4854754339e+10,2.8727117030e-02,-6.1691888083e+00
4.4954876558e+10,-5.7260225138e+00,5.2126467734e+00
