Time(us),Differential_Amplitude
6.164550781249999783e-04,-8.440000000000000568e+01
6.176757812499999523e-04,-5.179999999999999716e+01
6.188964843749999263e-04,9.229999999999999716e+01
6.201171875000000087e-04,9.321000000000000227e+02
6.213378906250000911e-04,5.639999999999999858e+01
6.225585937500000651e-04,-1.119000000000000057e+02
6.237792968750000390e-04,-1.985999999999999943e+02
6.250000000000000130e-04,8.009999999999999432e+01
6.262207031249999870e-04,2.611999999999999886e+02
6.274414062499999610e-04,4.193000000000000114e+02
6.286621093749999349e-04,7.800000000000000000e+01
6.298828125000000173e-04,-8.140000000000000000e+02
6.311035156250000997e-04,-2.773999999999999773e+02
6.323242187500000737e-04,-4.068000000000000114e+02
6.335449218750000477e-04,-2.956999999999999886e+02
6.347656250000000217e-04,5.799999999999999822e+00
6.359863281249999957e-04,-3.908000000000000114e+02
6.372070312499999696e-04,-2.630000000000000000e+02
6.384277343749999436e-04,8.432999999999999545e+02
6.396484375000000260e-04,-4.303000000000000114e+02
6.408691406250000000e-04,-3.400000000000000000e+02
6.420898437500000824e-04,6.560000000000000000e+02
6.433105468750000564e-04,-1.995000000000000000e+02
6.445312500000000304e-04,-1.022100000000000023e+03
6.457519531250000043e-04,-8.279999999999999716e+01
6.469726562499999783e-04,1.661999999999999886e+02
6.481933593749999523e-04,-1.162000000000000028e+02
6.494140625000000347e-04,-7.150000000000000000e+01
6.506347656250000087e-04,-6.785000000000000000e+02
6.518554687499999827e-04,3.829999999999999716e+01
6.530761718750000651e-04,5.535000000000000000e+02
6.542968750000000390e-04,5.392999999999999545e+02
6.555175781250000130e-04,6.666000000000000227e+02
6.567382812499999870e-04,9.356000000000000227e+02
6.579589843749999610e-04,2.000000000000000111e-01
6.591796875000000434e-04,-8.118999999999999773e+02
6.604003906250000173e-04,4.936000000000000227e+02
6.616210937499999913e-04,7.867000000000000455e+02
6.628417968750000737e-04,2.921000000000000227e+02
6.640625000000000477e-04,-3.498999999999999773e+02
6.652832031250000217e-04,-2.010000000000000142e+01
6.665039062499999957e-04,-1.034900000000000091e+03
6.677246093749999696e-04,-5.547000000000000455e+02
6.689453125000000520e-04,-9.292000000000000455e+02
6.701660156250000260e-04,9.879999999999999716e+01
6.713867187500000000e-04,8.700000000000000000e+01
6.726074218749999740e-04,7.050000000000000000e+01
6.738281250000000564e-04,-4.821999999999999886e+02
6.750488281250000304e-04,1.370000000000000000e+02
6.762695312500000043e-04,-1.396999999999999886e+02
6.774902343749999783e-04,-4.348000000000000114e+02
6.787109375000000607e-04,-1.270999999999999943e+02
6.799316406250000347e-04,-5.316000000000000227e+02
6.811523437500000087e-04,-1.000000000000000000e+00
6.823730468749999827e-04,5.438999999999999773e+02
6.835937499999999566e-04,1.137700000000000045e+03
6.848144531250000390e-04,1.378000000000000114e+02
6.860351562500000130e-04,-1.546999999999999886e+02
6.872558593749999870e-04,-2.626999999999999886e+02
6.884765625000000694e-04,4.175000000000000000e+02
6.896972656250000434e-04,4.920000000000000000e+02
6.909179687500000173e-04,5.592999999999999545e+02
